Genes,sc20_a,sc20_b,siA5_a,siA5_b,siP53_a,siP53_b,siA5_siP53_a,siA5_siP53_b
PARP14,686,861,332,143,257,241,109,74
PARP16,463,434,436,508,382,274,283,365
PARP2,1864,1755,1202,1043,2076,1817,1472,1672
PARP3,421,367,297,309,221,243,155,137
PARP4,2783,3101,1962,2599,1776,2038,1932,1923
PARP6,1375,1118,2529,1104,813,869,847,923
PARP8,144,78,240,683,232,241,310,297
PARP9,638,639,285,311,335,316,229,314
PARPBP,1370,1311,838,857,1071,896,901,926
PARS2,592,495,568,703,497,542,397,461
PART1,5,0,1,26,11,17,34,45
PARVA,190,240,157,293,316,268,243,311
PARVB,819,660,432,555,814,784,719,776
PASK,1126,1303,672,888,546,696,482,600
PATE2,11,6,0,2,6,5,4,0
PATJ,3701,3587,3906,3549,3465,3352,3368,3605
PATL1,2336,2214,2788,1965,2194,2183,2382,2644
PATZ1,7409,6570,4442,5211,6871,6984,5598,6200
PAWR,5413,5254,4432,6271,5102,4639,3873,4220
PAX5,61,65,7,31,20,35,15,30
PAX6,16,17,11,31,32,22,30,17
PAX7,35,46,6,1,8,0,0,0
PAX8,126,139,88,140,79,62,63,84
PAX8-AS1,730,795,811,738,719,587,633,695
PAX9,847,722,1029,1323,1058,1117,1223,1230
PAXBP1,1302,1280,1197,1016,1134,998,1092,1100
PAXBP1-AS1,77,45,42,163,28,8,29,11
PAXIP1,1859,1963,1711,1295,1436,1609,1283,1490
PAXIP1-DT,763,542,843,763,523,480,611,650
PAXX,4387,3038,2397,2985,5101,4720,3979,4614
PBDC1,486,469,396,493,711,573,509,610
PBK,2870,2888,1361,2065,3274,2824,2388,2851
PBLD,378,408,197,279,388,331,162,208
PBRM1,2037,2272,1937,2294,1776,1911,1768,2071
PBX1,8011,7922,4244,6310,9553,9329,8152,9456
PBX2,5351,4763,4227,4749,3253,3268,2796,2703
PBX3,511,410,730,655,628,485,657,746
PBX4,17,32,18,0,5,23,17,11
PBXIP1,3698,3461,4711,3907,1707,1729,904,981
PC,7364,6564,9297,3166,3767,3600,3080,3571
PCAT1,13,13,11,11,5,7,0,6
PCAT29,42,36,26,19,48,36,65,50
PCAT6,163,160,205,331,81,61,54,58
PCBD1,3805,2835,2613,3603,5195,4180,4109,4280
PCBD2,882,717,504,710,1052,794,870,974
PCBP1,12945,10599,10429,8619,2793,2789,2463,2608
PCBP1-AS1,328,359,353,346,241,212,283,325
PCBP2,11617,9757,11661,11894,4795,3531,3668,4097
PCBP3,79,79,90,43,55,54,41,24
PCBP4,455,389,848,1096,647,639,706,767
PCCA,985,985,372,689,841,702,377,476
PCCB,7392,6505,4708,7135,7641,6753,6460,7464
PCDH1,739,517,366,477,359,320,427,426
PCDH10,28,43,43,129,5,28,2,5
PCDH12,15,4,14,1,12,10,9,5
PCDH19,1850,2653,587,1855,183,294,184,171
PCDH7,9,6,12,56,0,4,5,11
PCDH8,74,56,8,31,5,13,21,28
PCDH9,178,197,366,747,36,88,52,35
PCDHA1,92,88,17,49,54,62,15,15
PCDHA10,165,189,151,163,140,126,80,91
PCDHA11,967,1034,875,933,660,883,687,803
PCDHA12,368,370,303,416,206,210,240,212
PCDHA13,511,526,365,258,154,245,131,138
PCDHA2,72,96,37,32,59,70,46,39
PCDHA3,246,233,95,101,163,153,126,147
PCDHA4,64,64,56,64,55,44,51,34
PCDHA5,194,243,160,302,179,183,127,233
PCDHA6,852,958,569,533,735,856,536,643
PCDHA7,213,275,227,263,186,193,185,214
PCDHA8,50,61,40,36,8,12,10,12
PCDHA9,18,10,2,6,13,3,5,14
PCDHAC1,54,57,53,57,31,42,38,20
PCDHAC2,30,20,34,32,12,20,34,17
PCDHB1,8,6,1,4,6,0,1,1
PCDHB10,63,52,47,23,59,26,20,44
PCDHB11,25,25,6,9,12,16,19,13
PCDHB12,18,9,8,0,10,8,7,12
PCDHB13,186,242,108,133,151,189,127,177
PCDHB14,108,104,26,69,126,88,62,103
PCDHB15,21,20,2,7,8,26,10,6
PCDHB17P,49,25,31,23,32,40,21,48
PCDHB18P,22,12,12,6,4,26,9,8
PCDHB2,840,831,668,757,531,519,467,451
PCDHB3,621,477,450,506,412,436,388,547
PCDHB4,930,893,490,233,460,202,374,360
PCDHB5,36,29,12,4,21,20,21,23
PCDHB6,294,290,149,121,182,101,137,193
PCDHB7,4,22,0,0,25,14,1,1
PCDHB8,335,464,138,318,289,370,331,270
PCDHB9,238,204,139,154,165,140,111,164
PCDHGA1,37,78,56,32,41,17,46,35
PCDHGA10,227,129,39,84,119,109,102,88
PCDHGA11,1,20,1,0,1,5,4,6
PCDHGA12,6,11,0,14,2,4,1,4
PCDHGA2,18,24,8,2,9,20,20,4
PCDHGA3,2,2,1,0,19,14,7,8
PCDHGA4,152,167,116,83,94,159,138,140
PCDHGA5,41,21,5,16,11,23,36,30
PCDHGA6,17,24,2,9,19,8,10,11
PCDHGA7,20,7,5,4,25,6,5,4
PCDHGA8,5,15,25,5,3,26,11,10
PCDHGA9,31,18,5,9,10,9,3,12
PCDHGB1,178,166,94,122,205,226,220,164
PCDHGB2,59,37,10,28,29,52,15,35
PCDHGB3,7,23,9,22,11,7,7,7
PCDHGB4,60,48,25,31,31,37,18,41
PCDHGB6,19,5,3,18,9,15,3,3
PCDHGB7,5,8,1,1,0,2,1,3
PCDHGC3,1311,1380,624,777,875,1241,1154,1307
PCDHGC4,1,3,1,11,0,0,5,0
PCED1A,1793,1566,1065,980,1520,1239,931,1157
PCED1B,438,437,274,415,235,199,115,165
PCF11,3163,3473,2996,3041,2652,2922,3261,3659
PCGF1,961,841,1540,894,1002,832,1090,1162
PCGF3,3006,2806,4569,4127,2282,2412,2184,2414
PCGF3-AS1,152,180,118,149,71,126,132,114
PCGF5,1564,1333,1449,1830,1594,1277,1824,1919
PCGF6,738,717,492,654,527,459,446,437
PCID2,2116,1923,1979,1645,2133,1744,1671,1693
PCIF1,2821,2335,3325,2748,2019,1778,1892,2250
PCK2,6540,5846,3336,5021,4001,3710,2620,2897
PCLAF,3404,2962,1567,2072,4299,3481,2680,3245
PCLO,223,273,190,230,45,88,56,71
PCM1,3617,4465,3745,4227,3365,3476,3192,3404
PCMT1,6713,5648,3905,4066,6382,5432,4226,4747
PCMTD1,628,709,709,598,227,221,154,140
PCMTD1-DT,171,158,123,199,122,145,128,132
PCMTD2,2398,2250,1521,1683,1509,1301,993,1004
PCNA,6949,6164,3119,3828,8285,6252,4300,5049
PCNP,5480,4867,5118,5517,5931,4768,4602,4720
PCNT,3404,3996,3726,2217,1765,2460,2002,2334
PCNX1,2886,3142,4849,2957,1515,1763,1635,1841
PCNX2,274,393,172,237,177,242,176,184
PCNX3,7918,7710,8745,7263,4223,4858,4768,5151
PCNX4,2229,2220,2047,2281,1625,1930,1568,2004
PCOLCE,1568,1191,1585,980,303,230,185,191
PCOLCE-AS1,7,10,0,9,9,0,1,5
PCOLCE2,78,68,13,36,77,38,58,97
PCP2,18,10,12,4,1,9,3,10
PCP4,43,50,20,39,5,10,0,4
PCP4L1,14,5,0,5,13,7,1,0
PCSK1N,2540,1678,2492,1771,1535,1292,1230,1050
PCSK4,234,198,222,275,138,52,34,78
PCSK6,304,292,145,312,266,294,455,495
PCSK7,1895,1747,1985,1727,542,496,526,558
PCTP,417,357,300,533,510,408,344,393
PCYOX1,2993,2855,1593,1447,3145,3349,2518,3099
PCYOX1L,1331,1332,673,1120,942,850,719,853
PCYT1A,4538,4676,4742,4446,4091,4086,3370,3917
PCYT2,3557,3008,3103,1829,1957,2308,1803,1753
PDAP1,20756,15957,18149,20488,23810,22302,23872,25893
PDCD10,4650,4425,3987,4908,6296,5165,4375,5260
PDCD11,4566,5157,3991,3727,3673,4318,4854,5413
PDCD2,5954,5213,6851,6104,6986,5975,6554,7578
PDCD2L,234,191,217,193,253,200,202,203
PDCD4,30550,29733,15721,11638,10168,5668,4222,5198
PDCD5,2380,2089,1927,2173,3290,2685,2806,3189
PDCD6,5120,4409,3576,4856,5313,4092,3772,4119
PDCD6IP,5338,5219,5976,7077,5540,5638,6099,7009
PDCD7,1297,1155,1064,1335,1044,1002,1138,1266
PDCL,1212,1075,1221,907,1329,1243,1141,1133
PDCL3,1643,1516,1556,2150,1628,1228,1319,1439
PDE10A,18,20,0,5,6,1,3,3
PDE11A,9,3,0,2,3,14,3,8
PDE12,1713,1722,2061,2146,1668,1663,1933,2116
PDE2A,22,21,9,5,14,1,5,7
PDE3B,1162,1130,849,711,939,936,688,869
PDE4A,411,397,400,335,236,211,278,314
PDE4B,113,75,5,113,25,24,17,11
PDE4C,23,19,49,15,8,0,2,1
PDE4D,103,101,78,278,26,26,67,73
PDE4DIP,5962,5782,5077,5093,3833,4083,3471,3784
PDE5A,164,122,69,149,64,98,85,87
PDE6A,48,36,28,41,20,11,17,17
PDE6D,1038,872,771,844,690,680,459,555
PDE6G,5,1,1,15,10,1,8,0
PDE7A,1289,1167,1070,1045,1132,1140,968,913
PDE7B,11,25,0,2,1,0,0,0
PDE8A,1402,1581,1266,1492,1080,1121,1441,1504
PDE8B,48,37,41,133,84,34,82,83
PDE9A,110,71,189,184,132,198,208,212
PDF,1199,838,863,612,967,890,880,812
PDGFA,679,564,1217,1059,569,475,519,679
PDGFA-DT,164,159,311,189,37,40,72,80
PDGFB,1516,1356,1262,1490,2013,2188,1905,2063
PDGFC,49,35,66,68,40,50,10,26
PDGFRL,247,209,136,248,188,175,115,103
PDHA1,6756,6218,5744,6679,6377,5694,4895,5542
PDHB,2399,2144,1923,2489,2787,2591,1839,2239
PDHX,3087,3107,1732,1701,2980,2551,1329,1539
PDIA2,318,262,74,147,175,201,80,92
PDIA3,13497,11904,3681,4307,17088,14398,7146,7658
PDIA4,12807,11823,11886,15080,13566,13915,15119,15593
PDIA5,1479,1257,1559,1284,1299,1177,1135,1361
PDIA6,8139,7462,7324,8282,10379,10382,10553,11187
PDIK1L,743,731,340,485,719,666,524,646
PDK1,216,233,24,195,473,262,275,364
PDK2,965,673,608,850,577,591,477,504
PDK3,898,799,848,873,602,568,519,660
PDK4,20,0,124,8,0,4,17,5
PDLIM1,2270,1675,1353,1490,3016,2723,2150,2631
PDLIM2,494,402,661,653,364,424,435,461
PDLIM3,494,488,567,415,784,790,439,583
PDLIM5,1859,2036,1836,2446,2589,2574,2833,3105
PDLIM7,3050,2245,3745,2047,1795,1865,1461,1540
PDP1,517,532,575,501,468,486,382,358
PDP2,568,668,856,466,354,362,279,297
PDPK1,3065,3063,2930,2914,2358,2854,2230,2225
PDPK2P,134,218,211,223,99,128,147,164
PDPR,1830,2181,1128,641,974,1378,540,653
PDPR2P,106,136,157,57,32,97,89,78
PDRG1,2900,2237,2700,2442,2784,2473,2102,2163
PDS5A,6968,6846,7532,6357,6564,6984,7068,8041
PDS5B,2589,2571,1836,2035,1992,1947,1646,1653
PDSS1,930,832,511,795,1219,1150,1218,1134
PDSS2,1218,1062,855,1031,1139,1001,786,900
PDXDC1,10613,10427,11333,10692,9979,10153,10910,11766
PDXDC2P,0,1,2,2,1,19,4,0
PDXDC2P-NPIPB14P,106,99,80,71,55,17,59,79
PDXK,5643,4888,4407,4971,5487,5607,5573,6055
PDXP,523,343,346,269,264,296,163,294
PDZD11,1467,1105,1219,1549,1313,1066,1153,1193
PDZD2,9,5,29,6,10,3,4,9
PDZD4,554,443,195,541,143,188,79,171
PDZD7,95,44,32,47,30,12,14,8
PDZD8,1865,1902,1569,1209,1551,1542,1591,1856
PDZK1,296,348,287,178,289,200,75,104
PDZRN3,560,322,267,327,399,570,364,347
PEA15,5086,4307,6746,5586,3987,3963,4825,5002
PEAK1,321,395,417,556,84,153,138,192
PEAK3,6,0,9,0,2,12,0,2
PEBP1,18959,16971,12868,16228,19997,16117,14900,16723
PECR,936,983,725,1054,947,686,589,680
PEDS1,1188,1064,1883,1547,1334,1050,1475,1469
PEF1,1219,1180,1162,1187,876,665,534,648
PEG10,658,641,524,831,1028,1110,1310,1466
PELI1,114,116,245,263,109,126,152,178
PELI3,1202,920,797,540,469,445,322,401
PELO,1913,1720,2063,1818,2029,1885,1830,2094
PELP1,5082,4460,3031,3024,4562,4667,4251,4597
PELP1-DT,32,17,7,28,32,17,14,10
PEMT,1090,964,695,828,1229,1021,910,930
PEPD,3030,2577,3598,2964,2513,2094,2092,2348
PER1,702,645,1126,574,425,606,468,537
PER2,269,287,562,385,351,350,635,663
PER3,834,1078,1183,943,527,475,399,490
PERM1,99,99,75,116,160,123,130,127
PERP,6205,5140,3625,3785,8216,6920,4913,5311
PES1,6430,5911,4902,5063,6898,6265,5848,6730
PET100,75,36,75,41,68,42,43,61
PET117,111,84,74,97,96,100,94,97
PEX1,2121,2260,1366,1701,1384,1358,1105,1286
PEX10,2100,2007,1598,1667,1223,1145,1116,1295
PEX11A,612,584,555,507,571,414,346,369
PEX11B,3326,2955,1647,2445,3762,3016,2237,2636
PEX11G,128,105,72,115,68,46,21,47
PEX12,402,354,254,370,454,338,323,304
PEX13,2231,2036,2415,1883,2613,2225,1894,2043
PEX14,1112,791,796,737,958,748,777,773
PEX16,1966,1730,2098,2069,1568,1335,1234,1364
PEX19,2421,2364,1465,2318,2736,2280,2049,2371
PEX2,1288,1202,1103,1678,1392,1208,1146,1267
PEX26,3270,3075,2807,3084,3186,3189,2774,3230
PEX3,517,507,512,563,604,495,599,529
PEX5,2624,2333,2421,2302,2431,1974,1920,2045
PEX5L,0,13,1,9,1,0,0,0
PEX6,978,867,822,645,694,630,602,646
PEX7,493,472,184,233,588,512,318,361
PFAS,2911,2779,1746,1938,1885,2007,2081,2385
PFDN1,1983,1683,1516,2196,2126,1782,1753,1958
PFDN2,4818,3975,4635,4613,5005,4248,4659,5253
PFDN4,8176,8140,10050,13090,6705,5057,5052,5540
PFDN5,10361,8858,9937,10951,10662,7688,7852,8538
PFDN6,2559,2096,1621,2051,2727,2267,2209,2245
PFKFB1,0,24,6,3,1,15,0,5
PFKFB2,541,705,910,620,312,295,257,290
PFKFB3,3464,2971,1940,1455,2761,2288,1982,2453
PFKFB4,572,600,456,453,654,453,393,482
PFKL,12122,10457,5896,8762,9731,9369,7513,8949
PFKM,6522,6190,5127,5840,5192,4696,4578,5190
PFKP,12113,11616,4554,5173,9336,9118,7018,8008
PFN1,23526,16687,19349,17358,26836,22226,21965,24882
PFN2,11233,10080,6525,9732,14967,12191,14873,15759
PFN3,5,2,0,9,1,5,0,4
PFN4,33,20,16,22,14,10,2,2
PGAM1,14739,12516,11241,14003,18930,16864,16583,18721
PGAM4,9,5,10,8,22,13,11,14
PGAM5,5239,4241,4415,4059,5628,5292,5713,6377
PGAP1,919,1084,823,978,700,662,580,727
PGAP2,2547,2309,2051,2276,2395,2031,1601,2147
PGAP3,957,729,407,641,767,628,585,637
PGAP6,8375,7018,15207,8678,6130,6021,6548,6866
PGBD1,229,193,114,69,147,134,43,54
PGBD2,268,210,179,256,298,246,170,247
PGBD4,114,139,79,124,75,96,62,84
PGBD5,129,202,419,236,216,245,179,120
PGD,10378,9648,11258,8461,9378,8640,8237,9067
PGF,9,9,23,14,2,9,2,4
PGGHG,1361,1479,1039,1056,481,460,397,446
PGGT1B,1509,1560,1247,1845,1846,1551,1405,1501
PGK1,15744,13798,10409,15741,19420,16519,15941,19468
PGLS,2107,1589,1699,1436,2060,1359,1195,1420
PGLS-DT,6,12,38,5,8,5,0,9
PGLYRP1,3,12,7,0,0,1,0,0
PGLYRP2,85,31,100,12,212,186,158,182
PGM1,193,123,76,143,214,163,243,192
PGM2,1313,1409,966,1288,1672,1524,1400,1495
PGM2L1,191,223,1684,208,82,102,165,110
PGM3,628,606,558,837,875,889,910,1025
PGM5,3152,2328,2532,1612,1681,1458,1097,1178
PGM5-AS1,228,140,143,80,458,545,330,188
PGM5P4-AS1,11,0,1,6,3,0,1,1
PGP,8740,6488,7169,5328,8086,8018,7177,7933
PGPEP1,710,497,1621,996,274,230,398,385
PGR,109,139,464,555,124,120,182,171
PGRMC1,5239,4379,4231,5737,7374,6684,7675,8273
PGRMC2,2963,2482,2284,2492,3529,2842,2742,3064
PGS1,1686,1298,1751,1267,1042,1082,1268,1216
PHACTR2,1069,1286,2205,1992,2324,3045,2519,2500
PHACTR4,1714,1912,1527,1659,1494,1569,1220,1381
PHAF1,964,720,872,829,795,705,818,944
PHAX,2831,2709,2600,2728,3425,3105,2728,3045
PHB1,8349,7166,5815,6594,6664,6462,5593,6167
PHB1P9,7,14,7,5,6,19,4,7
PHB2,12535,10597,9298,9852,11707,10141,10278,11445
PHC1,701,741,942,837,140,167,158,219
PHC2,2399,2087,2430,1783,1940,1788,1680,1724
PHC2-AS1,25,9,5,2,35,13,18,21
PHC3,2151,2433,1876,1467,1855,2250,1967,2252
PHETA1,619,536,591,517,463,581,304,333
PHETA2,622,515,296,255,496,508,284,377
PHEX,100,128,60,76,66,40,48,42
PHF1,2245,1592,4428,1847,1249,1412,1199,1254
PHF10,2980,2613,1958,2073,1747,1524,1367,1502
PHF11,320,325,158,177,173,188,131,128
PHF12,2598,2442,2855,2329,1959,1999,2002,2211
PHF13,2100,1644,2194,1705,1630,1393,1369,1402
PHF14,2369,2205,1796,2266,1932,2096,1757,1995
PHF19,2673,2357,1065,1363,2233,2027,1636,1789
PHF2,4650,4705,5990,4370,2813,3227,2676,2993
PHF20,1935,1986,1400,1342,1835,1875,1279,1459
PHF20L1,1568,1673,1882,2237,1397,1207,1297,1378
PHF21A,2334,2319,2410,2637,1913,1973,1823,2048
PHF21B,313,221,471,166,196,146,138,152
PHF23,2795,2121,2472,2180,2472,2241,1766,2002
PHF3,2139,2361,2139,2285,1736,1954,1957,2318
PHF5A,2327,2067,1689,1857,2286,2028,2157,2305
PHF6,4164,4622,2711,4278,3661,3447,2961,3220
PHF7,236,289,232,222,91,107,116,126
PHF8,1467,1483,1292,1109,858,1045,999,1034
PHGDH,2360,1850,704,919,2195,2079,1214,1434
PHIP,1887,2276,1730,1789,1879,1902,1732,2048
PHKA1,1137,1056,810,755,685,704,658,855
PHKA2,1962,1900,1170,1369,920,1079,871,855
PHKB,2553,2655,2319,2686,2316,2222,2305,2513
PHKG1,14,10,21,6,2,11,6,11
PHKG2,1862,1551,1490,1329,1063,1096,863,1036
PHLDA1,62,62,95,95,40,27,64,51
PHLDA2,2785,2391,3677,2809,2983,2561,3698,4110
PHLDA3,2644,2290,15428,8424,996,895,866,862
PHLDB1,2162,2104,1871,2032,1852,2576,2086,2207
PHLDB2,274,234,84,148,425,289,443,246
PHLDB3,674,587,463,588,542,468,362,394
PHLPP1,680,699,586,669,560,686,809,844
PHLPP2,1656,1927,2984,2706,1148,1311,1407,1473
PHOSPHO1,13,10,8,11,4,11,5,1
PHOSPHO2,140,134,63,84,178,140,99,116
PHOSPHO2-KLHL23,583,593,209,282,435,388,349,396
PHPT1,3685,2966,4934,3599,3214,2637,2377,2559
PHRF1,3268,3151,3131,2776,2276,2766,2701,3035
PHTF1,1411,1381,1406,2149,913,992,825,796
PHTF2,3701,3857,3804,3133,2515,2445,1993,2167
PHYH,281,267,118,529,265,200,184,153
PHYKPL,1711,1675,1476,1574,1089,946,842,994
PI4K2A,750,726,1190,758,519,459,507,592
PI4K2B,1240,1146,593,718,998,817,863,809
PI4KA,6740,6950,5809,3711,3458,4234,3925,4515
PI4KAP2,460,416,474,367,237,194,235,275
PI4KB,14867,13110,15151,13877,12052,11337,11271,12315
PIANP,10,19,5,7,5,11,9,11
PIAS1,556,532,647,705,583,626,623,662
PIAS2,766,865,699,783,702,586,610,605
PIAS3,3667,3284,2888,3571,3657,3512,2791,3254
PIAS4,3556,2823,3678,3009,2685,2847,2655,2950
PIBF1,291,289,250,255,372,281,318,348
PICALM,6575,6643,7579,7004,5765,5268,5719,6289
PICART1,13,8,10,18,0,8,9,5
PICK1,1599,1268,1806,1493,1199,1122,1136,1169
PIDD1,965,1091,991,891,475,515,371,424
PIERCE1,379,219,243,432,246,168,194,236
PIERCE2,66,52,18,42,20,31,10,10
PIEZO1,30269,29580,25367,19332,9797,11772,10687,11678
PIF1,725,712,225,557,621,576,428,531
PIFO,7,1,15,16,0,1,0,0
PIGA,693,789,425,563,1038,766,725,756
PIGB,526,361,332,584,292,284,208,232
PIGBOS1,380,352,271,295,377,301,279,327
PIGC,2337,2122,2129,2052,2308,1925,1683,1775
PIGF,285,299,267,212,266,215,170,200
PIGG,3014,2786,3222,2682,2423,2268,2195,2459
PIGH,1015,730,905,746,957,725,790,764
PIGK,1171,1208,647,823,1205,1035,942,1062
PIGL,319,226,241,240,339,223,204,308
PIGM,2181,2149,1163,1590,2402,2290,2018,2326
PIGN,925,1053,516,744,700,739,487,576
PIGO,2922,2714,2094,2108,1278,1263,781,972
PIGP,705,676,519,806,586,396,418,487
PIGQ,6192,5361,4239,2934,3119,3029,2232,2168
PIGS,4490,4167,3347,3553,3704,3647,2819,3118
PIGT,5809,4890,5048,5638,3975,3686,3223,3502
PIGU,1280,1136,974,1307,1714,1484,1423,1660
PIGV,1250,1132,1261,1198,1037,909,763,978
PIGX,2787,2356,2707,3248,2550,2203,2582,2764
PIGZ,288,211,124,226,193,146,179,167
PIH1D1,2744,2203,1888,1868,2960,2458,1946,2288
PIH1D2,5,24,3,47,23,2,10,17
PIK3AP1,8,26,26,22,14,6,8,12
PIK3C2A,2720,3124,3816,3216,2265,2639,2489,2697
PIK3C2B,2297,2641,2374,2242,1980,2390,2152,2156
PIK3C2G,8,20,5,29,8,9,9,14
PIK3C3,443,492,351,507,562,459,402,427
PIK3CA,1698,1682,1903,1920,1407,1337,1623,1614
PIK3CB,3007,3125,2478,2895,2420,2575,2424,2684
PIK3CD,46,9,73,66,22,28,26,23
PIK3CD-AS2,21,14,25,11,5,7,0,0
PIK3IP1,162,163,89,208,65,52,31,35
PIK3IP1-DT,2,5,6,7,0,0,4,0
PIK3R1,1650,1868,1573,1567,2540,2482,2333,2602
PIK3R3,5030,4831,4686,5321,4169,4282,4776,4518
PIK3R4,1814,1993,1682,1980,1861,1906,1936,2182
PIK3R5,5,10,3,7,1,0,0,5
PIKFYVE,1588,2004,2338,2076,855,985,861,882
PILRA,1,3,11,15,5,14,9,12
PILRB,242,319,190,149,81,105,121,180
PIM1,338,282,139,120,207,228,226,225
PIM2,605,421,614,440,432,221,289,252
PIM3,14644,14109,17887,10080,8523,7915,7971,8321
PIMREG,1294,1008,449,694,1298,1123,721,863
PIN1,2554,2013,1855,1799,1644,1537,1497,1417
PIN4,799,687,714,867,833,662,633,702
PINK1,1032,697,1587,928,397,355,359,341
PINK1-AS,79,64,90,72,73,60,68,96
PINX1,405,365,366,358,509,472,486,476
PIP4K2A,1663,1693,1109,1071,1464,1163,1220,1332
PIP4K2C,3974,3659,3199,2890,3418,3544,2522,2498
PIP4P1,4019,3412,4417,2628,3509,3362,3064,3291
PIP4P2,142,193,323,241,125,123,120,172
PIP5K1A,16051,14573,14090,12073,12784,12847,12123,12565
PIP5K1B,83,73,58,102,72,82,82,61
PIP5K1C,2179,2134,2585,2133,1559,1669,1736,1749
PIP5KL1,154,135,50,112,135,98,50,38
PIPOX,8,3,10,5,1,1,2,2
PIPSL,53,26,71,40,45,35,50,37
PIR,1857,1745,2536,2064,1683,1487,1770,1982
PISD,7584,7286,5968,5905,3992,4104,3457,3899
PITHD1,1554,1370,1531,1147,1270,1000,853,1072
PITPNA,1964,1541,1749,2059,1625,1662,1970,2101
PITPNA-AS1,78,83,62,54,106,115,77,101
PITPNB,1966,1789,1614,1444,1553,1750,1951,2138
PITPNC1,2054,1626,1217,1355,979,990,881,915
PITPNM1,3460,2655,4367,2640,862,883,773,827
PITPNM2,836,1018,538,555,1219,1428,1175,1281
PITPNM3,225,244,65,228,281,345,210,280
PITRM1,3787,3562,4013,3987,2607,2922,3063,3114
PITRM1-AS1,13,23,13,18,17,7,8,6
PITX1,2700,2045,1941,2251,3390,3648,2643,3038
PITX1-AS1,50,43,51,31,36,28,45,33
PITX2,123,125,66,134,115,62,97,79
PITX3,39,30,8,2,11,17,14,3
PIWIL2-DT,0,0,1,15,7,2,1,8
PIWIL4,9,9,0,15,3,4,1,1
PJA1,403,360,222,435,286,283,256,248
PJA2,4921,4949,3543,5202,4051,3880,3292,3452
PJVK,7,7,9,11,2,3,10,0
PKD1,3586,4182,3617,3144,1757,2185,2271,2673
PKD1L1,1,4,1,0,10,5,8,1
PKD1L2,23,11,51,10,31,18,26,19
PKD1P2,9,18,13,14,1,4,11,4
PKD1P3,597,527,508,353,152,267,266,306
PKD1P4,154,235,94,111,60,99,121,99
PKD1P5,98,149,219,140,109,63,102,113
PKD1P6,536,666,465,326,149,285,253,314
PKD1P6-NPIPP1,22,20,35,21,15,17,19,24
PKD2,574,567,387,495,616,585,444,539
PKDCC,6,12,20,42,6,7,12,1
PKDREJ,42,47,39,40,15,29,47,33
PKIB,6092,6002,4024,6385,7059,5864,4315,5161
PKIG,459,264,456,496,296,182,143,161
PKM,41207,35479,26668,25998,38545,36074,29655,34597
PKMP3,12,1,2,0,0,0,7,1
PKMYT1,6949,5679,2394,2814,6397,6491,4612,5012
PKN1,13521,11590,17976,8033,9170,8070,7768,8549
PKN2,2183,2292,2322,2647,1992,2037,2437,2551
PKN2-AS1,13,32,12,6,32,18,0,2
PKN3,1952,1708,1164,646,1071,1251,759,780
PKNOX1,883,761,558,589,707,655,546,596
PKP1,336,318,16,32,189,289,61,69
PKP2,1071,952,1205,862,917,1004,1110,1353
PKP3,8800,7603,7894,7347,8061,8189,7595,8540
PKP4,5572,5280,5577,5065,4951,4642,4280,4919
PLA2G10,7,1,13,1,10,0,0,0
PLA2G12A,2745,2801,2325,2505,2992,2794,2506,2889
PLA2G15,723,726,693,750,649,558,534,522
PLA2G3,35,38,18,0,15,10,1,9
PLA2G4B,5,7,4,9,0,0,0,0
PLA2G4C,88,45,61,43,82,82,67,102
PLA2G4F,105,136,70,169,115,139,81,89
PLA2G6,611,566,424,378,125,106,93,96
PLA2R1,52,24,11,54,54,68,67,47
PLAA,1278,1238,1442,1427,1302,1138,1133,1204
PLAAT2,20,9,6,10,11,36,18,16
PLAAT3,774,628,493,184,932,722,683,672
PLAAT4,34,32,4,7,29,28,7,6
PLAC1,2,5,10,4,21,13,13,7
PLAC8,9,13,9,1,10,4,1,1
PLAC8L1,0,7,5,4,2,0,2,1
PLAG1,2,7,1,1,5,4,0,2
PLAGL1,235,260,36,57,314,352,105,107
PLAGL2,1296,1311,3078,2254,1775,2148,2930,3114
PLAT,10,1,3,9,3,3,0,8
PLAU,2,0,4,1,11,1,4,4
PLAUR,102,154,114,121,238,169,151,135
PLBD1,663,595,173,292,672,737,402,510
PLBD2,1759,2079,2194,2455,780,1130,1204,1311
PLCB1,565,691,432,651,474,582,397,522
PLCB2,52,50,11,18,25,25,17,15
PLCB3,4196,3097,3652,3240,1734,2132,1783,1919
PLCB4,1068,1216,712,978,1014,1158,1022,1169
PLCD1,250,188,185,355,131,107,67,107
PLCD3,6646,6531,9726,5819,3893,3789,3156,3219
PLCD4,205,170,253,148,209,208,240,266
PLCE1,32,32,18,90,26,13,32,36
PLCG1,13885,13023,12559,9200,5833,7318,5168,5994
PLCG1-AS1,7,6,2,3,7,5,7,4
PLCG2,254,309,196,246,110,114,113,112
PLCH1,1368,1479,721,1139,873,977,870,940
PLCH2,139,87,59,38,13,28,13,21
PLCL1,36,69,14,53,90,159,48,45
PLCXD1,931,795,369,522,1198,1220,693,1007
PLCXD2,15,15,14,20,1,1,5,7
PLD1,29,54,61,147,94,90,145,86
PLD2,1311,1130,962,1292,733,822,608,705
PLD3,7089,5494,6967,5906,4653,4388,4042,4197
PLD4,26,15,3,3,9,9,9,8
PLD6,362,302,942,475,324,272,391,368
PLEC,12045,14015,12116,11331,6095,8882,7863,8928
